Finnish-fi,Valence,Arousal,Dominance,English,Finnish-bf
satiiri,-0.084,0.31,-0.056,satire,satiiri
satiirinen,-0.354,0.23,0.076,satirical,satiirinen
sato,0.23,-0.48,0.0,crop,sato
sato,0.562,-0.294,0.096,harvest,sato
sattua,0.04,0.326,0.17,befall,sattua
sattuma,-0.208,0.0,0.34,contingency,sattuma
sattumanvarainen,-0.062,0.06,-0.352,haphazard,sattumanvarainen
satukirja,0.708,-0.388,-0.234,storybook,satukirja
satula,0.02,0.018,-0.388,saddle,satula
satumainen,0.958,0.32,0.594,fabulous,satumainen
satunnainen,-0.362,0.568,-0.386,accidental,satunnainen
satunnainen,0.292,-0.038,-0.326,coincidental,satunnainen
satunnainen,-0.06,0.062,0.318,contingent,satunnainen
satunnainen,0.25,-0.062,0.092,fortuitous,satunnainen
satunnainen,-0.438,0.22,-0.192,incidental,satunnainen
satunnainen,-0.02,-0.404,-0.226,occasional,satunnainen
satunnainen,-0.02,0.04,-0.358,random,satunnainen
satunnainen,-0.334,-0.212,0.0,sporadic,satunnainen
satunnaisesti,-0.18,0.188,-0.396,randomly,satunnainen
satunnaisuus,-0.164,-0.102,-0.134,randomness,satunnaisuus
satuttaa,-0.876,0.546,-0.418,hurt,satuttaa
satyyri,-0.44,0.278,0.0,satyr,satyyri
saukko,-0.122,-0.568,-0.322,otter,saukko
sauma,-0.146,-0.5,-0.172,seam,sauma
saumaton,-0.082,-0.72,-0.396,seamless,saumaton
sauna,0.562,-0.3,-0.09,sauna,sauna
sauva,-0.042,-0.362,-0.29,rod,sauva
sauva,-0.166,-0.334,-0.152,stave,sauva
sauvoa,-0.27,-0.04,-0.214,punt,sauvoa
savanni,0.212,-0.706,-0.212,savanna,savanni
savanni,0.458,-0.576,-0.382,savannah,savanni
savenvalaja,0.146,-0.166,-0.036,potter,savenvalaja
savi,0.084,-0.5,-0.466,clay,savi
saviastiat,0.104,-0.568,-0.346,crockery,saviastia
savimaa,-0.062,-0.254,0.346,loam,savimaa
savitavarat,0.208,-0.114,-0.09,ware,savitavara
savitiili,0.0,-0.362,-0.344,adobe,savitiili
savu,-0.624,0.0,-0.218,smoke,savu
savuava,-0.52,0.32,-0.038,fuming,savuava
savuinen,-0.082,-0.16,-0.346,smoky,savuinen
savuke,-0.562,0.056,-0.392,cigarette,savuke
savupiippu,0.166,-0.428,-0.55,chimney,savupiippu
savusumu,-0.458,-0.04,-0.236,smog,savusumu
savuta,-0.4,-0.092,-0.256,fume,savuta
scifi,0.184,0.14,-0.212,scifi,scifi
scrapie,-0.388,0.412,-0.538,scrapie,
seepia,-0.104,-0.46,-0.31,sepia,seepia
seepra,0.134,-0.104,-0.372,zebra,seepra
seerumi,0.04,-0.538,-0.114,serum,seerumi
seesami,0.346,-0.5,-0.236,sesame,seesami
seesteinen,0.604,-0.736,-0.26,serene,seesteinen
segmentti,-0.062,-0.42,-0.12,segment,segmentti
seikka,0.04,0.13,0.192,circumstance,seikka
seikkailija,0.562,0.678,0.736,adventurer,seikkailija
seikkailu,0.834,0.714,0.42,adventure,seikkailu
seikkailunhaluinen,0.938,0.796,0.444,adventurous,seikkailunhaluinen
seikkaperäinen,0.0,0.076,0.038,circumstantial,seikkaperäinen
seimi,0.306,-0.52,-0.186,crib,seimi
seinä,-0.166,-0.5,0.018,wall,seinä
seinämaalaus,0.102,-0.47,-0.092,mural,seinämaalaus
seinäruusu,0.334,-0.404,-0.316,wallflower,seinäruusu
seisminen,-0.354,0.85,0.156,seismic,seisminen
seisokkiaika,-0.52,-0.548,-0.352,downtime,seisokkiaika
seisova,0.208,-0.366,-0.15,standing,seisova
seisova,0.266,0.166,0.1,standup,seisova
seistä,0.2,-0.352,0.018,stand,seistä
seitsemän,0.344,-0.47,-0.254,seven,seitsemän
seitsemänkymmentä,0.25,-0.294,-0.108,seventy,seitsemänkymmentä
seitsemäntoista,0.17,-0.408,-0.358,seventeen,seitsemäntoista
seitsemäs,0.0,-0.51,-0.424,seventh,seitsemäs
sekaannus,-0.49,0.334,-0.446,confusion,sekaannus
sekaantua,0.04,0.354,0.536,intervene,sekaantua
sekaantuminen,-0.326,0.056,0.38,implication,sekaantua
sekaantuminen,-0.51,0.2,-0.078,meddling,sekaantua
sekaantunut,-0.292,0.346,-0.124,implicated,sekaantunut
sekainen,-0.624,0.496,-0.23,disorderly,sekainen
sekaisin,-0.204,0.112,-0.04,berserk,sekainen
sekaisin,-0.284,0.09,-0.14,haywire,sekainen
sekaisin,-0.416,0.204,-0.11,jumbled,sekainen
sekaisin,-0.334,0.23,-0.284,messedup,sekainen
sekaisin,-0.5,0.174,-0.55,queasy,sekainen
sekalainen,0.062,-0.358,-0.608,miscellaneous,sekalainen
sekalainen,-0.04,-0.204,-0.176,motley,sekalainen
sekalainen,0.086,-0.262,-0.186,sundry,sekalainen
sekamelska,-0.286,0.226,-0.338,jumble,sekamelska
sekamelska,-0.632,0.42,-0.328,muddle,sekamelska
sekamelska,0.0,-0.48,-0.35,patchwork,sekamelska
sekamelska,-0.458,0.392,-0.426,shambles,sekamelska
sekarotuinen,-0.15,-0.124,-0.21,mongrel,sekarotuinen
sekasorto,-0.624,0.74,-0.272,mayhem,sekasorto
sekasorto,-0.542,0.77,0.0,pandemonium,sekasorto
sekasorto,-0.458,0.28,0.272,tumult,sekasorto
sekasotku,-0.25,0.098,-0.452,snafu,sekasotku
sekatavarakauppias,0.25,-0.5,-0.236,grocer,sekatavarakauppias
sekauinti,-0.026,-0.296,-0.2,medley,sekauinti
sekava,-0.896,0.014,-0.632,disorganized,sekava
sekava,-0.756,0.224,-0.5,incoherent,sekava
sekava,-0.306,0.24,-0.49,lightheaded,sekava
sekava,-0.5,0.23,-0.474,muddled,sekava
sekavuus,-0.674,-0.056,-0.576,disorientation,sekavuus
sekoitettu,0.02,-0.308,-0.112,mixed,sekoitettu
sekoittaa,-0.8,0.16,-0.46,confuse,sekoittaa
sekoittaa,0.122,-0.04,-0.132,mingle,sekoittaa
sekoittaa,0.084,-0.02,-0.056,mix,sekoittaa
sekoittaa,-0.082,-0.1,0.112,shuffle,sekoittaa
sekoittaminen,0.12,-0.164,0.274,blending,sekoittaa
sekoittunut,0.042,-0.216,-0.286,mingled,sekoittunut
sekoitus,-0.1,-0.25,-0.124,admixture,sekoitus
sekoitus,-0.062,-0.096,-0.074,blend,sekoitus
sekoitus,0.042,-0.184,-0.414,shuffling,sekoitus
sekopää,-0.428,0.55,-0.482,nutcase,sekopää
sekopää,-0.654,0.078,-0.344,weirdo,sekopää
seksikäs,0.73,0.89,0.604,sexy,seksikäs
seksistinen,-0.49,0.596,-0.178,sexist,seksistinen
seksuaalinen,0.168,0.918,0.28,sexual,seksuaalinen
seksuaalisuus,0.34,0.796,0.314,sexuality,seksuaalisuus
sektori,0.188,-0.62,0.138,sector,sektori
sekularismi,-0.266,-0.12,0.118,secularism,sekularismi
sekuntikello,-0.062,0.042,-0.036,stopwatch,sekuntikello
selailla,0.27,0.5,0.184,browse,selailla
seleeni,-0.062,-0.184,-0.328,selenium,seleeni
selibaatti,-0.396,-0.448,0.018,celibacy,selibaatti
selittämätön,-0.552,0.27,-0.114,inexplicable,selittämätön
selittämätön,-0.64,0.2,0.086,unaccountable,selittämätön
selittämätön,-0.062,-0.078,-0.14,uncanny,selittämätön
selittämätön,-0.458,0.062,-0.302,unexplained,selittämätön
selittävä,0.146,-0.134,0.376,explanatory,selittävä
selittävä,-0.02,-0.346,-0.218,parenthetical,selittävä
selittää,0.438,0.034,0.472,explain,selittää
selittää,-0.124,0.15,0.48,expound,selittää
selitys,0.23,0.22,0.65,explanation,selitys
selitys,0.02,-0.11,0.204,explication,selitys
selkeys,0.592,-0.38,0.262,clarity,selkeys
selkeä,0.714,-0.346,0.146,clear,selkeä
selkeä,0.542,-0.02,0.41,lucid,selkeä
selkä,-0.01,-0.078,0.2,spine,selkä
selkärangaton,-0.312,-0.226,-0.358,spineless,selkärangaton
selkäranka,0.076,-0.072,0.24,backbone,selkäranka
selkäreppu,0.102,-0.366,-0.464,knapsack,selkäreppu
selkäsauna,-0.694,0.666,-0.038,beating,selkäsauna
selkäsauna,-0.612,0.472,-0.216,spanking,selkäsauna
selleri,-0.208,-0.706,-0.554,celery,selleri
selliosasto,-0.628,0.14,0.0,cellblock,selliosasto
sellisti,0.334,0.0,-0.028,cellist,sellisti
sello,0.27,-0.352,0.056,cello,sello
sellout > loppuunmyyty,-0.204,-0.02,-0.07,sellout,
selluliitti,-0.6,-0.232,-0.488,cellulite,selluliitti
selluloidi,-0.062,-0.12,-0.15,celluloid,selluloidi
selostus,0.204,-0.196,-0.108,commentary,selostus
selvennys,0.604,-0.078,0.226,clarification,selvennys
selventää,0.304,0.07,0.25,clarify,selventää
selvittäminen,0.3,0.148,0.172,elucidation,selvittää
selvitysmies,-0.292,0.326,0.5,liquidator,selvitysmies
selvitystila,-0.166,0.25,0.298,liquidation,selvitystila
selviytyjä,0.354,0.5,0.63,survivor,selviytyjä
selviytyminen,0.124,0.26,0.226,coping,selviytyä
selviytyä,0.184,0.294,0.418,cope,selviytyä
selviytyä,0.54,0.648,0.452,survive,selviytyä
selviö,-0.122,-0.118,0.166,axiom,selviö
selvyys,0.75,-0.368,0.378,clearness,selvyys
selvä,0.416,-0.416,0.482,definite,selvä
selvä,0.084,0.156,0.018,distinct,selvä
selvä,0.104,-0.314,0.222,palpable,selvä
selvänäkijä,0.53,0.062,0.794,clairvoyant,selvänäkijä
selvästi,0.5,-0.04,0.686,decidedly,selvä
selvästi,-0.062,0.176,0.154,manifestly,selvä
selvästi,0.448,-0.254,0.182,visibly,selvä
selänpuoleinen,-0.102,-0.28,-0.11,dorsal,selänpuoleinen
semantiikka,0.396,-0.212,0.138,semantics,semantiikka
sementoitu,-0.142,-0.236,0.074,cemented,sementoitu
sementti,0.088,-0.47,0.054,cement,sementti
seminaari,0.166,-0.28,0.246,seminar,seminaari
semiotiikka,-0.102,-0.166,0.192,semiotics,semiotiikka
sen,0.084,-0.47,-0.438,thereof,se
senaatti,-0.02,-0.302,0.672,senate,senaatti
senaattori,-0.218,-0.156,0.642,senator,senaattori
seniili,-0.44,-0.578,-0.39,senile,seniili
senkki,0.18,-0.482,-0.148,sideboard,senkki
sensaatiomainen,0.876,0.654,0.716,sensational,sensaatiomainen
sensori,0.142,-0.246,0.084,sensor,sensori
sensuroida,-0.312,-0.448,0.076,censor,sensuroida
sensuuri,-0.562,0.396,-0.158,censorship,sensuuri
sentimentaalinen,0.208,0.334,-0.14,hokey,sentimentaalinen
sentneri,0.0,-0.18,-0.232,cwt,
sentti,-0.122,-0.266,-0.196,cent,sentti
senttimetri,-0.146,-0.44,-0.24,centimeter,senttimetri
seos,0.092,-0.28,-0.038,mixture,seos
seota,-0.5,0.392,-0.206,freakout,seota
separatisti,-0.51,0.254,0.074,separatist,separatisti
seppele,0.49,-0.12,0.32,wreath,seppel
seppä,-0.04,0.062,0.404,blacksmith,seppä
seppä,0.354,-0.334,0.058,smith,seppä
sepsis,-0.542,-0.096,-0.346,sepsis,sepsis
septinen,-0.438,-0.076,-0.15,septic,septinen
sepustus,-0.142,-0.094,-0.284,scribble,sepustus
seremonia,0.52,0.118,0.522,ceremony,seremonia
seremoniallinen,0.542,0.08,0.382,ceremonial,seremoniallinen
seremoniamestari,0.388,0.154,0.382,emcee,seremoniamestari
serenadi,0.75,0.14,-0.018,serenade,serenadi
seriffi,0.204,0.082,0.604,sheriff,seriffi
serkku,0.35,-0.212,-0.146,cousin,serkku
serpentiini,0.23,0.06,-0.142,streamer,serpentiini
setri,0.12,-0.466,0.154,cedar,setri
setä,0.306,-0.49,0.156,uncle,setä
seula,-0.082,-0.5,-0.334,sieve,seula
seuloa,0.084,-0.176,-0.078,sift,seuloa
seulonta,0.124,0.14,0.418,screening,seulonta
seulonta,0.142,-0.062,-0.052,sifting,seulonta
seuraaja,0.292,-0.024,-0.078,follower,seuraaja
seuraaja,0.458,0.062,0.296,successor,seuraaja
seuraava,0.326,-0.058,0.25,consequent,seuraava
seurakunta,0.122,-0.02,0.4,congregation,seurakunta
seurakunta,0.396,-0.292,0.164,parish,seurakunta
seurallinen,0.52,-0.16,0.22,chummy,seurallinen
seurallinen,0.102,-0.058,0.058,gregarious,seurallinen
seurallinen,0.708,-0.082,0.254,sociable,seurallinen
seurapiirijulkkis,0.368,0.336,0.14,socialite,seurapiirijulkkis
seurata,0.666,-0.188,0.17,accompany,seurata
seurata,0.396,-0.274,-0.336,ensue,seurata
seurata,0.334,0.018,0.2,follow,seurata
seurata,-0.5,-0.036,-0.366,retrace,seurata
seurata,-0.104,-0.134,0.052,track,seurata
seuraus,-0.52,0.442,0.186,consequence,seuraus
seuraus,-0.084,-0.062,-0.268,corollary,seuraus
seurue,-0.018,0.134,-0.066,entourage,seurue
seurue,0.25,-0.188,0.114,troupe,seurue
seurustella,0.814,0.366,0.452,socialize,seurustella
seutu,0.08,-0.41,0.424,region,seutu
sfinksi,0.208,-0.352,-0.02,sphinx,sfinksi
shakki,0.312,-0.274,0.036,chess,shakki
shakkimatti,0.334,0.416,0.5,checkmate,shakkimatti
shamaani,-0.02,0.062,0.208,shaman,shamaani
shampoo,0.208,-0.64,-0.5,shampoo,shampoo
sheikki,0.042,0.158,0.416,sheik,sheikki
shekkivihko,0.104,-0.432,-0.272,checkbook,shekkivihko
sherry,0.188,-0.046,-0.37,sherry,sherry
shimmy,-0.044,-0.048,-0.076,shimmy,
shortsit,0.244,-0.038,-0.426,shorts,shortsi
show,0.346,0.542,0.438,show,show
sianliha,-0.26,-0.1,-0.334,pork,sianliha
siannahka,-0.306,-0.102,-0.4,pigskin,siannahka
siansaksa,-0.25,0.02,-0.28,gibberish,siansaksa
side,-0.56,-0.346,-0.428,bandage,side
side,-0.104,0.368,-0.326,blindfold,side
side,0.334,0.038,0.26,bond,side
sideaine,-0.124,-0.5,-0.384,binder,sideaine
sideharso,-0.08,-0.45,-0.448,gauze,sideharso
sidoksissa,0.346,0.038,0.07,affiliated,sidos
sidos,-0.044,-0.14,-0.106,ligature,sidos
sidottu,-0.166,0.334,-0.38,bound,sidottu
siedettävä,0.084,-0.25,0.21,bearable,siedettävä
siedettävä,0.5,-0.3,-0.252,tolerable,siedettävä
sielu,0.54,-0.56,0.02,soul,sielu
sielukas,0.51,-0.338,0.0,soulful,sielukas
sielunkumppani,0.78,0.0,0.256,soulmate,sielunkumppani
sieluton,-0.75,0.182,-0.2,soulless,sieluton
siemaileminen,-0.062,-0.302,-0.246,sipping,siemailla
siemailla,-0.25,-0.24,-0.574,sip,siemailla
siemailla,0.102,-0.284,-0.23,sup,siemailla
siemen,-0.104,-0.14,-0.268,pip,siemen
siemen,0.312,-0.73,-0.388,seed,siemen
siemenneste,0.0,0.51,-0.058,semen,siemenneste
siemensyöksy,0.23,0.786,0.094,ejaculation,siemensyöksy
sieni,-0.224,-0.326,-0.654,fungus,sieni
sieni,-0.02,-0.452,-0.462,mushroom,sieni
sieni,0.102,-0.616,-0.562,sponge,sieni
sienilääkkeet,-0.184,-0.176,-0.118,antifungal,sienilääke
siepata,-0.558,0.32,0.352,intercept,siepata
siepata,-0.936,0.846,0.07,kidnap,siepata
siepata,-0.562,0.722,0.382,snatch,siepata
sieppaaja,-0.77,0.812,0.236,kidnapper,sieppaaja
sieppari,0.306,-0.174,0.08,catcher,sieppari
sieppaus,-0.876,0.98,0.346,abduction,sieppaus
sieppaus,-0.346,0.346,0.286,interception,sieppaus
sierain,-0.208,-0.192,-0.368,nostril,sierain
siesta,0.48,-0.908,-0.41,siesta,siesta
sietämätön,-0.834,0.674,-0.31,excruciating,sietämätön
sietämätön,-0.56,0.568,-0.418,insufferable,sietämätön
sietämätön,-0.708,0.32,-0.122,intolerable,sietämätön
sietämätön,-0.75,0.596,-0.106,unbearable,sietämätön
sietää,0.448,-0.14,0.176,tolerate,sietää
sievistelijä,-0.346,-0.18,-0.334,prude,sievistelijä
sievä,-0.286,-0.098,-0.284,dinky,sievä
sifonki,-0.188,-0.54,-0.5,chiffon,sifonki
sigma,-0.02,-0.056,0.07,sigma,sigma
signaali,0.23,-0.166,-0.072,signal,signaali
sihistä,-0.224,-0.04,-0.26,hiss,sihistä
sihteeri,0.224,-0.148,0.122,secretary,sihteeri
sihteeristö,0.036,-0.082,0.194,secretariat,sihteeristö
siideri,0.06,-0.308,-0.204,cider,siideri
siika,-0.016,-0.346,-0.334,whitefish,siika
siili,-0.084,-0.018,-0.246,hedgehog,siili
siilo,-0.2,-0.27,-0.286,silo,siilo
siipi,0.124,-0.49,-0.222,wing,siipi
siipikarja,0.02,-0.224,-0.272,fowl,siipikarja
siipikarja,-0.04,-0.25,-0.372,poultry,siipikarja
siirappi,0.24,-0.554,-0.364,syrup,siirappi
siirre,-0.18,0.056,-0.16,graft,siirre
siirre,-0.11,0.612,0.24,transplant,siirre
siirrettävä,0.23,0.138,-0.038,mobile,siirrettävä
siirrettävä,-0.062,0.018,0.0,movable,siirrettävä
siirronsaaja,0.02,-0.076,0.02,assignee,siirronsaaja
siirto,-0.376,-0.098,0.11,transposition,siirto
siirto,0.276,0.366,0.392,upload,siirto
siirtolapuutarha,0.2,-0.22,0.28,allotment,siirtolapuutarha
siirtolohkare,-0.078,-0.382,0.062,boulder,siirtolohkare
siirtomaa,0.432,-0.294,0.186,colony,siirtomaa
siirtyminen,0.21,0.122,0.116,transition,siirtyä
siirtymä,-0.448,0.062,-0.038,displacement,siirtymä
siirtynyt,-0.438,-0.056,-0.418,displaced,siirtynyt
siirtyä,-0.17,0.16,-0.092,migrate,siirtyä
siirtäminen,0.102,-0.04,-0.17,reassignment,siirtää
siirtäminen,-0.208,0.0,-0.05,relocation,siirtää
siirtää,-0.266,-0.146,0.192,devolve,siirtää
siirtää,-0.282,-0.02,0.118,reassign,siirtää
siirtää,-0.042,0.22,-0.018,shift,siirtää
siirtää,-0.376,0.0,-0.06,shunt,siirtää
siirtää,0.404,-0.02,0.038,transfer,siirtää
siirtää,-0.12,0.17,-0.066,transpose,siirtää
siisti,0.756,-0.53,-0.018,neat,siistiä
siisti,0.08,-0.26,-0.054,prim,siistiä
siisti,0.188,-0.04,-0.052,shipshape,siistiä
siisti,0.52,-0.584,0.294,tidy,siistiä
siististi,0.646,-0.296,0.166,cleanly,siisti
siististi,0.604,-0.176,0.176,neatly,siisti
siistiytyä,0.204,-0.02,0.102,smarten,siistiytyä
siitepöly,0.244,-0.576,-0.416,pollen,siitepöly
siittimen,-0.02,0.472,-0.018,penile,siitin
siivekäs,0.292,-0.062,0.038,winged,siivekäs
siivooja,0.208,0.112,-0.25,cleaner,siivooja
siivota,0.458,-0.372,-0.098,cleanup,siivota
siivoustakki,-0.184,-0.47,-0.408,duster,siivoustakki
sija,0.102,-0.572,0.02,stead,sija
sijainen,-0.142,0.06,0.574,deputy,sijainen
sijainen,-0.02,-0.12,-0.372,temp,sijainen
sijainti,0.164,-0.328,-0.072,locality,sijainti
sijainti,0.23,-0.25,0.092,location,sijainti
sijaishallitus,0.04,-0.056,0.26,regency,sijaishallitus
sijaisnäyttelijä,-0.02,-0.036,0.0,stuntman,sijaisnäyttelijä
sijaisnäyttelijä,-0.244,-0.196,-0.16,understudy,sijaisnäyttelijä
sijaitseva,0.084,-0.538,0.086,situated,sijaitseva
sijasta,-0.146,-0.18,-0.376,lieu,sija
sijoiltaan,-0.75,0.25,-0.6,dislocated,sija
sijoiltaanmeno,-0.542,0.13,-0.254,dislocation,sijoiltaanmeno
sijoittaa,0.0,0.04,0.17,deploy,sijoittaa
sijoittaa,0.3,0.326,0.364,invest,sijoittaa
sijoittaa,0.02,-0.38,-0.034,situate,sijoittaa
sijoittaja,0.588,0.31,0.582,investor,sijoittaja
sijoitus,0.286,-0.08,0.056,placement,sijoitus
sijoitus,0.08,0.184,0.36,ranking,sijoitus
sika,-0.366,0.018,-0.458,hog,sika
sika,-0.314,-0.264,-0.352,pig,sika
sika,-0.32,0.038,-0.446,swine,sika
sikari,-0.388,-0.074,-0.308,cigar,sikari
sikiö,-0.042,0.038,-0.21,fetus,sikiö
sikolätti,-0.734,0.058,-0.558,pigsty,sikolätti
sikolätti,-0.408,0.0,-0.55,sty,sikolätti
sikotauti,-0.802,-0.18,-0.378,mumps,sikotauti
siksakki,-0.166,0.212,-0.424,zigzag,siksakki
sileys,0.666,-0.558,-0.176,smoothness,sileys
sileä,0.646,-0.746,-0.438,smooth,sileä
silikoni,-0.04,-0.32,-0.334,silicone,silikoni
silitysrauta,0.062,-0.118,0.25,irons,silitysrauta
silkinpehmeä,0.46,-0.47,-0.212,silken,silkinpehmeä
silkka,0.208,-0.5,-0.038,sheer,silkka
silkka,0.14,-0.16,0.056,unadulterated,silkka
silkki,0.52,-0.77,-0.4,silk,silkki
silkkinen,0.604,-0.206,-0.458,silky,silkkinen
silli,0.062,-0.226,-0.156,herring,silli
silmiinpistävä,-0.042,0.04,0.192,conspicuous,silmiinpistävä
silmiinpistävä,-0.286,0.654,0.314,striking,silmiinpistävä
silminnähtävä,0.334,0.294,0.408,manifest,
silminnäkijä,0.082,0.372,0.396,eyewitness,silminnäkijä
silmukka,0.032,-0.314,-0.366,loop,silmukka
silmä,0.062,-0.47,-0.15,eye,silmä
silmälasit,0.122,-0.462,-0.388,eyeglasses,silmälasi
silmälasit,0.632,0.55,0.296,spectacles,silmälasi
silmälääkäri,0.104,-0.222,-0.018,ophthalmologist,silmälääkäri
silmämuna,0.052,-0.156,-0.16,eyeball,silmämuna
silmämääräinen,-0.164,-0.26,-0.2,ocular,silmämääräinen
silmänkääntötemppu,0.438,0.354,-0.242,sleight,silmänkääntötemppu
silmänpainetauti,-0.584,0.0,-0.37,glaucoma,silmänpainetauti
silmäripsi,-0.04,-0.5,-0.444,eyelash,silmäripsi
silmäys,0.25,-0.286,-0.092,glance,silmäys
silmäys,0.224,-0.304,0.018,leer,silmäys
silopaperi,0.0,-0.302,-0.358,vellum,
silpoa,-0.75,0.8,-0.07,mutilate,silpoa
silpominen,-0.792,0.72,-0.06,dismemberment,silpoa
silpominen,-0.756,0.564,-0.088,mutilation,silpoa
silputa,-0.552,0.5,0.254,shred,silputa
silta,0.25,-0.352,0.038,bridge,silta
siluetti,0.164,-0.18,-0.424,silhouette,siluetti
siluetti,0.184,-0.176,0.324,skyline,siluetti
silvottu,-0.918,0.682,-0.288,mutilated,silvottu
sima,0.334,-0.326,-0.118,mead,sima
simpanssi,-0.212,0.176,-0.31,chimp,simpanssi
simpanssi,0.0,0.266,-0.226,chimpanzee,simpanssi
simpukka,-0.116,-0.396,-0.456,clam,simpukka
simsalabim,0.346,0.264,-0.132,abracadabra,
simulaattori,0.354,0.118,0.166,simulator,simulaattori
simuloida,0.102,-0.25,-0.166,simulate,simuloida
simulointi,0.104,0.148,0.134,simulation,simulointi
simuloitu,0.0,-0.078,-0.288,simulated,simuloitu
sinappi,0.0,-0.308,-0.45,mustard,sinappi
sinertävä,0.208,-0.51,-0.236,bluish,sinertävä
sinfonia,0.53,-0.02,0.2,symphony,sinfonia
sinfoninen,0.55,0.09,0.132,symphonic,sinfoninen
sinikka,0.146,-0.3,-0.1,bluebird,Sinikka
sinimailanen,0.092,-0.5,-0.378,alfalfa,sinimailanen
sininen,0.292,-0.726,-0.418,blue,sininen
sinitöyhtönärhi,0.27,0.04,-0.38,bluejay,sinitöyhtönärhi
sinivihreä,0.312,-0.416,-0.282,aqua,sinivihreä
sinkauttaa,-0.122,0.392,0.068,fling,
sinkki,-0.286,-0.372,-0.334,zinc,sinkki
sinne,0.0,-0.46,-0.368,thither,siellä
sinnikkyys,0.776,0.26,0.592,perseverance,sinnikkyys
siperianhusky,0.26,-0.1,-0.02,husky,siperianhusky
sipsutella,0.02,-0.02,-0.186,tiptoe,sipsutella
sipuli,-0.244,-0.266,-0.236,onion,sipuli
sipulimainen,-0.22,-0.116,-0.14,bulbous,sipulimainen
sir,0.244,-0.388,0.556,sir,sir
sireeni,0.14,0.254,0.0,siren,sireeni
sirinä,-0.334,0.372,-0.25,buzz,sirinä
siristää,-0.23,-0.078,-0.096,squint,siristää
sirkus,0.448,0.274,-0.136,circus,sirkus
sirkustirehtööri,0.26,0.244,0.464,ringmaster,sirkustirehtööri
siro,0.208,-0.432,-0.152,dainty,siro
siro,0.02,-0.292,-0.51,petite,siro
sirpale,-0.224,-0.186,-0.148,shard,sirpale
sirpaleet,-0.52,0.48,0.362,shrapnel,sirpale
sirpaleet,-0.438,0.122,-0.182,smithereens,sirpale
sirpaleinen,-0.062,-0.458,-0.486,bitty,sirpaleinen
sirppi,-0.146,0.17,-0.26,sickle,sirppi
siru,-0.042,-0.236,-0.096,chip,siru
sisarkunta,0.674,-0.17,0.392,sisterhood,sisarkunta
sisarus,0.714,-0.32,0.272,sibling,sisarus
sisennys,-0.042,-0.308,-0.242,indent,sisennys
sisennys,-0.252,0.0,-0.302,indentation,sisennys
sisin,0.166,0.0,0.02,innermost,sisin
sisko,0.832,-0.352,0.124,sister,sisko
sissi,-0.562,0.834,0.584,guerrilla,sissi
sisu,-0.102,-0.408,-0.31,grit,sisu
sisukas,0.27,0.146,0.072,gutsy,sisukas
sisukas,0.632,0.634,0.76,plucky,sisukas
sisukas,0.292,0.758,0.51,spunky,sisukas
sisuskalut,-0.396,-0.04,-0.2,innards,sisuskalu
sisusta,0.236,-0.686,-0.076,interior,sisus
sisustaminen,0.726,0.096,-0.076,decorating,sisustaa
sisustus,0.468,-0.378,0.146,decor,sisustus
sisustusarkkitehti,0.68,-0.058,-0.09,decorator,sisustusarkkitehti
sisäelimet,-0.27,0.076,-0.226,entrails,sisäelin
sisäelimet,-0.396,-0.06,-0.396,offal,sisäelin
sisäinen,0.102,-0.568,-0.114,inner,sisäinen
sisäinen,-0.122,-0.302,-0.154,internal,sisäinen
sisäisesti,0.23,-0.2,0.232,internally,sisäinen
sisäkenttä,0.02,0.142,-0.124,infield,sisäkenttä
sisäkuori,-0.084,-0.3,0.192,pith,sisäkuori
sisällys,0.312,-0.25,0.1,contents,sisällys
sisällyttäminen,0.548,-0.192,0.424,inclusion,sisällyttää
sisällyttää,0.49,0.224,0.142,incorporate,sisällyttää
sisällä,0.224,-0.192,-0.056,inside,sisä
sisällötön,-0.292,-0.466,-0.392,vacuous,sisällötön
sisältäen,0.4,-0.244,0.036,including,sisältää
sisältää,0.084,-0.02,0.316,contain,sisältää
sisältää,0.458,-0.102,0.404,include,sisältää
sisältää,0.388,-0.02,0.456,involve,sisältää
sisämaa,0.02,-0.166,-0.154,inland,sisämaa
sisämaa,0.042,-0.196,-0.088,midland,sisämaa
sisämaavaltio,-0.44,-0.218,-0.266,landlocked,sisämaavaltio
sisäpiiriläinen,0.25,0.124,0.5,insider,sisäpiiriläinen
sisäpuhelin,0.246,-0.142,-0.094,intercom,sisäpuhelin
sisäsiisti,0.036,-0.078,-0.222,housebroken,sisäsiisti
sisäsiittoinen,-0.206,0.04,-0.054,inbred,sisäsiittoinen
sisävuoro,0.146,-0.026,-0.114,innings,sisävuoro
sisäänhengitys,0.02,0.226,-0.072,inhalation,sisäänhengitys
Sisäänkäynti,0.396,-0.214,0.052,entrance,sisäänkäynti
sisäänpäin,-0.02,-0.23,-0.124,inwards,sisäänpäin
sisäänpäinkääntynyt,-0.636,-0.264,-0.558,withdrawn,
sisääntulo,0.202,-0.268,0.472,ingress,sisääntulo
siteerata,0.25,-0.092,0.064,cite,siteerata
siteerata,0.36,0.1,-0.14,quote,siteerata
sitkeys,0.368,0.222,0.746,persistence,sitkeys
sitkeys,0.48,0.314,0.778,tenacity,sitkeys
sitkeys,0.104,0.236,0.674,toughness,sitkeys
sitkeä,0.25,-0.164,-0.22,chewy,sitkeä
