Finnish-fi,Valence,Arousal,Dominance,English-en
sisustusarkkitehti,0.68,-0.058,-0.09,decorator
sisäelimet,-0.396,-0.06,-0.396,offal
sisäinen,-0.122,-0.302,-0.154,internal
sisäisesti,0.23,-0.2,0.232,internally
sisäistää,0.44,-0.174,-0.034,digest
sisäkatto,0.04,-0.552,-0.268,ceiling
sisäkenttä,0.02,0.142,-0.124,infield
sisäkuori,-0.084,-0.3,0.192,pith
sisällyksetön,-0.458,-0.3,-0.464,inane
sisällys,0.312,-0.25,0.1,contents
sisällyttäminen,0.548,-0.192,0.424,inclusion
sisällyttää,0.49,0.224,0.142,incorporate
sisällä,0.224,-0.192,-0.056,inside
sisällötön,-0.292,-0.466,-0.392,vacuous
sisälmykset,-0.27,0.076,-0.226,entrails
sisältyä,0.458,-0.102,0.404,include
sisältäen,0.4,-0.244,0.036,including
sisältää,0.084,-0.02,0.316,contain
sisältö,0.528,-0.408,0.118,content
sisämaa,0.02,-0.166,-0.154,inland
sisäpiiriläinen,0.25,0.124,0.5,insider
sisäpuhelin,0.246,-0.142,-0.094,intercom
sisäpuolinen,0.102,-0.568,-0.114,inner
sisäsiisti,0.036,-0.078,-0.222,housebroken
sisäsiittoinen,-0.206,0.04,-0.054,inbred
sisävuoro,0.146,-0.026,-0.114,innings
sisäänhengitys,0.02,0.226,-0.072,inhalation
sisäänkäynti,0.396,-0.214,0.052,entrance
sisäänpäin,-0.02,-0.23,-0.124,inwards
sisäänpäinkääntynyt,-0.636,-0.264,-0.558,withdrawn
sisäänpääsy,0.38,-0.098,0.196,admittance
sisääntulo,0.104,-0.294,0.204,entry
sitaatti,0.14,0.098,0.016,citation
siteerata,0.25,-0.092,0.064,cite
sitkeys,0.48,0.314,0.778,tenacity
sitkeä,0.448,0.316,0.384,tenacious
sitoa,-0.204,-0.076,-0.104,bind
sitomaton,-0.292,-0.196,-0.434,unbound
sitoumus,-0.556,0.192,0.436,obligation
sitoutua,0.542,0.592,0.426,engage
sitoutuminen,0.428,0.42,0.686,commitment
sitoutunut,0.42,0.084,0.424,committed
sitova,-0.124,-0.15,0.28,binding
sitrushedelmä,-0.062,-0.264,-0.25,citrus
sitruuna,0.192,-0.366,-0.368,lemon
sitten,-0.366,-0.44,-0.192,ago
siunata,0.858,-0.462,0.176,bless
siunattu,0.82,-0.442,0.392,blessed
siunaus,0.858,-0.472,0.6,blessing
sivaltaa,-0.394,0.692,0.364,smite
siveettömyys,-0.562,0.92,-0.208,promiscuity
siveetön,-0.572,0.6,-0.128,promiscuous
siveys,-0.062,-0.216,0.018,chastity
siveä,-0.184,-0.504,-0.094,chaste
siviiliasuinen,0.396,-0.326,-0.152,plainclothes
sivistymätön,-0.734,0.2,-0.2,uncivilized
sivistynyt,0.584,-0.538,0.592,civilized
sivistys,0.646,-0.096,0.678,civilization
sivu,0.354,-0.552,-0.444,page
sivuhaara,0.034,-0.34,-0.278,offshoot
sivuhuomautus,0.02,-0.49,-0.24,parenthesis
sivujoki,0.23,-0.074,0.232,tributary
sivujuoni,-0.062,-0.174,-0.108,subplot
sivullinen,-0.204,0.098,-0.106,outsider
sivunumerointi,-0.082,-0.334,-0.2,pagination
sivupalkki,-0.062,-0.272,-0.19,sidebar
sivustakatsoja,-0.04,-0.076,-0.018,bystander
sivusukulainen,0.062,-0.156,0.434,collateral
sivuttain,0.576,-0.51,-0.418,sideways
sivutyö,-0.12,-0.236,0.034,sideline
sivuuttaa,-0.666,0.082,0.018,dismiss
sivuvaunu,0.104,-0.102,0.0,sidecar
skandaali,-0.756,0.642,0.114,scandal
skannata,-0.042,-0.154,-0.06,scan
skanneri,0.062,-0.288,0.134,scanner
skeema,0.042,-0.462,0.154,scheme
skeet,-0.062,0.098,-0.174,skeet
skenaario,0.334,0.02,0.366,scenario
skeptikko,-0.73,-0.12,0.0,skeptic
skeptinen,-0.572,-0.226,-0.068,sceptical
skeptisyys,-0.416,-0.112,0.1,scepticism
skisma,-0.44,0.138,-0.228,schism
skitsofreeninen,-0.796,0.916,-0.134,schizophrenic
skitsofrenia,-0.816,0.76,-0.13,schizophrenia
skolastinen,0.0,-0.06,-0.018,scholastic
skootteri,0.02,0.174,-0.258,scooter
skorpioni,-0.604,0.49,0.2,scorpion
skotlanninpaimenkoira,0.124,-0.384,-0.344,collie
skottilainen,0.156,0.04,0.23,scotch
slangi,-0.042,-0.164,-0.018,slang
slogani,0.1,-0.568,0.128,slogan
slummi,-0.416,0.056,-0.396,slum
sluuppi,-0.04,-0.25,-0.24,sloop
smaragdi,0.48,-0.274,0.452,emerald
smirgeli,-0.062,0.166,-0.056,emery
smokki,0.388,-0.292,0.038,tuxedo
smoothie,0.612,-0.334,-0.438,smoothie
snapsi,0.166,0.134,-0.166,schnapps
snobi,-0.408,0.04,-0.382,snob
snorkkeli,0.02,-0.06,-0.346,snorkel
sodankäynti,-0.876,0.77,0.69,warfare
softball,0.47,0.26,0.036,softball
sohva,0.166,-0.788,-0.474,sofa
sohvatyyny,0.306,-0.558,-0.416,cushion
soida,0.146,0.082,-0.072,chime
soihdutus,0.25,0.542,0.018,flaring
soihtu,0.062,0.26,0.09,torch
soija,-0.124,-0.5,-0.428,soy
soijakastike,0.146,-0.236,-0.364,soy sauce
soijapapu,0.042,-0.5,-0.414,soybean
soikea,-0.166,-0.44,-0.34,oval
soikio,0.062,-0.18,-0.042,ellipse
soinen,-0.388,-0.22,-0.176,swampy
soinnikas,0.292,0.16,-0.116,sonorous
sointu,0.458,-0.212,0.078,chord
sointuva,0.448,0.196,0.386,ringing
soittaja,0.292,0.23,-0.056,caller
soittokello,0.104,0.02,0.01,bell
soittolava,0.47,0.072,0.04,bandstand
sokaiseva,-0.392,0.192,-0.188,blinding
sokaistunut,-0.51,-0.058,-0.538,blinded
sokea,-0.688,-0.28,-0.632,blind
sokeasti,-0.122,0.196,-0.444,blindly
sokeri,0.792,-0.236,-0.196,sugar
sokerikuorrutus,0.376,-0.096,-0.178,icing
sokeroitu,0.426,-0.34,-0.28,candied
sokeus,-0.51,-0.04,-0.608,blindness
sokkeli,-0.124,-0.308,-0.054,plinth
sokkelo,-0.124,0.216,-0.112,maze
sokkeloinen,-0.104,0.02,0.056,rambling
sokkona,-0.584,0.128,-0.582,blindfolded
solariumi,0.204,-0.288,-0.158,solarium
solidaarisuus,0.584,-0.186,0.562,solidarity
solisluu,-0.16,-0.146,-0.388,collarbone
solki,-0.168,-0.254,-0.278,buckle
solmia,0.06,-0.466,0.358,conclude
solmio,0.326,-0.072,-0.138,tie
solmittu,-0.548,-0.176,-0.412,knotted
solmu,0.082,-0.558,-0.184,knot
solmukohta,-0.208,-0.314,-0.278,node
solu,0.082,-0.25,-0.07,cell
solurakkula,-0.02,-0.188,-0.038,vacuole
soluttautua,-0.184,0.49,0.174,infiltrate
soluttautuminen,-0.47,0.584,0.072,infiltration
solvaus,-0.83,0.662,-0.222,insult
somaattinen,-0.124,-0.188,-0.112,somatic
sonaatti,0.286,-0.188,-0.15,sonata
sonetti,0.436,-0.412,-0.192,sonnet
sonni,0.042,0.28,0.288,bull
sonta,-0.306,-0.154,-0.456,muck
sooda,0.376,-0.372,-0.272,soda
soolo,-0.124,-0.62,-0.35,solo
sooloesitys,0.676,-0.12,0.144,recital
soopeli,-0.102,0.192,0.0,sable
sopeuttaa,0.458,-0.22,0.4,integrate
sopeuttaminen,0.326,-0.27,0.218,adaptation
sopeutua,0.294,-0.346,0.276,adjust
sopeutuminen,0.12,0.126,0.02,readjustment
sopimaton,-0.73,0.084,-0.294,inappropriate
sopimattomuus,-0.734,0.182,-0.222,impropriety
sopimus,0.188,-0.176,0.272,contract
sopiva,0.584,-0.404,0.444,suitable
sopivuus,0.562,-0.104,0.226,convenience
soppi,-0.04,-0.358,-0.408,nook
sopraano,0.104,0.1,0.37,soprano
sopu,0.354,-0.36,0.172,concord
sopusointu,0.25,-0.284,0.216,concordance
sora,-0.22,-0.26,-0.336,gravel
sorbetti,0.184,-0.274,-0.304,sherbet
sorkkarauta,-0.188,0.062,-0.228,crowbar
sormenjälki,0.166,-0.192,0.14,fingerprint
sormi,-0.358,-0.472,-0.418,finger
sormus,0.354,-0.146,-0.072,ring
sormustin,-0.02,-0.616,-0.564,thimble
sorrettu,-0.762,0.28,-0.482,oppressed
sortaa,-0.628,0.308,0.11,oppress
sortaja,-0.68,0.552,0.258,oppressor
sorto,-0.84,0.346,0.23,oppression
sorvi,0.02,-0.1,-0.15,lathe
sos,-0.292,0.35,-0.228,sos
sose,0.0,-0.378,-0.75,mush
sosiaalinen,0.612,-0.26,0.228,social
sosialismi,0.02,0.0,0.12,socialism
sosialisti,-0.104,-0.2,0.086,socialist
sosiologia,0.23,-0.122,0.388,sociology
sosiopaatti,-0.792,0.726,-0.122,sociopath
sota,-0.956,0.784,0.454,war
sota-aika,-0.8,0.824,0.452,wartime
sotainen,-0.04,0.42,0.474,martial
sotaisa,-0.266,0.694,0.558,warlike
sotajoukot,-0.23,0.436,0.608,troops
sotalaiva,-0.416,0.78,0.778,warship
sotapolku,-0.44,0.352,0.102,warpath
sotapäällikkö,-0.666,0.592,0.562,warlord
sotarikokset,-0.938,0.704,0.17,warcrimes
sotavanki,-0.25,-0.12,-0.148,pow
sotavaunut,0.368,0.1,-0.018,chariot
sotilaallinen,-0.208,0.42,0.75,military
sotilas,-0.216,0.416,0.536,soldier
sotkea,-0.5,0.34,-0.132,implicate
sotkeutua,-0.292,0.09,-0.492,tangle
sotkeutunut,-0.48,0.078,-0.368,tangled
sotku,-0.714,0.686,-0.454,mess
sotkuinen,-0.48,0.27,-0.72,messy
soturi,-0.084,0.726,0.83,warrior
soutaja,0.184,0.146,0.124,boatman
soutu,-0.084,-0.114,-0.066,rowing
soutuvene,-0.09,-0.214,-0.294,rowboat
soveliaisuus,0.646,-0.454,0.596,propriety
sovelias,0.416,-0.334,-0.212,befitting
sovellettavuus,0.354,-0.02,0.482,applicability
soveltamisala,0.27,-0.04,0.362,purview
soveltumaton,-0.438,-0.196,-0.34,inapplicable
soveltuva,-0.062,-0.14,0.334,applicable
soveltuvuus,0.5,-0.058,0.492,aptitude
sovinisti,-0.38,0.078,0.054,chauvinist
sovinnainen,0.08,-0.26,-0.054,prim
sovinnaistapa,0.244,0.244,0.408,convention
sovinnollinen,0.75,-0.34,0.014,amicable
sovinto,0.792,0.14,0.208,reconciliation
sovitella,0.27,-0.384,0.308,mediate
sovitettu,0.014,-0.192,0.346,fitted
sovittaa,0.208,-0.1,0.264,fit
sovittamaton,-0.708,0.334,-0.25,irreconcilable
sovitteleva,0.254,-0.764,0.16,pacific
sovittelija,0.184,-0.124,0.16,mediator
sovittelu,0.584,-0.05,0.452,conciliation
sovittu,0.594,-0.102,0.148,agreed
sovitus,0.1,0.204,0.366,atonement
spagetti,0.458,-0.294,-0.424,spaghetti
spanieli,0.122,-0.13,-0.23,spaniel
sparrata,-0.166,-0.124,0.072,spar
sparraus,-0.416,0.74,0.408,sparring
spastinen,-0.52,0.082,-0.018,spastic
speedway,0.334,0.038,-0.168,speedway
spektaakkeli,0.624,0.49,0.524,spectacle
spektri,-0.376,0.4,0.054,spectrum
spektrinen,-0.14,0.334,0.0,spectral
spektrofotometri,0.0,-0.032,0.0,spectrophotometer
spektrometri,0.0,-0.096,-0.02,spectrometer
spektroskopia,-0.06,0.082,0.14,spectroscopy
spekulaatio,-0.35,0.366,-0.212,speculation
spekulatiivinen,-0.448,0.182,-0.072,speculative
spekuloida,-0.204,0.204,0.106,speculate
sperma,-0.208,0.412,-0.094,sperm
spesialisti,0.52,0.124,0.754,specialist
spesifinen,0.312,-0.224,0.382,specific
spiraali,-0.02,0.248,-0.278,spiral
spitaalinen,-0.85,0.178,-0.588,leper
spoileri,-0.306,0.054,-0.24,spoiler
sponsori,0.458,0.074,0.6,sponsor
sponsorointi,0.708,0.216,0.392,sponsorship
spontaani,0.56,0.156,0.31,spontaneous
spontaanius,0.634,0.396,0.31,spontaneity
spray,-0.124,-0.18,-0.334,spray
sprinkleri,0.02,-0.132,-0.054,sprinkler
squash,0.062,0.334,-0.18,squash
staattinen,-0.406,-0.5,-0.268,static
staattori,-0.438,-0.094,0.114,stator
stabiili,0.45,-0.592,0.47,stable
stabilointiaine,0.376,-0.294,0.534,stabilizer
staccato,-0.208,0.0,-0.146,staccato
stadion,0.27,0.358,0.222,stadium
stalkkeri,-0.646,0.86,0.278,stalker
standardi,0.346,-0.714,0.21,standard
standardisoida,0.368,-0.294,0.458,standardize
standardoitu,0.22,-0.352,0.214,standardized
statiikka,0.084,-0.42,0.054,statics
status,0.316,-0.246,0.176,status
statussymbolit,-0.084,-0.076,-0.26,trappings
stereo,0.234,0.038,0.0,stereo
stereotypia,-0.698,-0.156,0.224,stereotype
stereotyyppinen,-0.25,0.02,-0.128,stereotyped
steriili,-0.396,-0.058,-0.418,sterile
steriiliys,-0.598,0.038,-0.172,sterility
steriloida,-0.188,0.02,0.04,sterilize
steroidi,-0.28,0.412,0.362,steroid
stetoskooppi,-0.146,-0.246,-0.02,stethoscope
stetoskooppinen,-0.274,-0.166,0.148,stereoscopic
stigma,-0.346,0.0,-0.06,stigma
stiletti,-0.208,-0.14,-0.146,stiletto
stimulaatio,0.416,0.642,0.404,stimulation
stimuloida,0.584,0.596,0.508,stimulate
stimuloiva,0.48,0.608,0.618,stimulating
stipendi,0.208,0.092,0.228,stipend
stoalainen,-0.146,-0.054,0.204,stoic
stoola,-0.73,0.52,-0.232,stole
stop,-0.44,0.02,-0.02,stop
stout,0.312,0.314,0.634,stout
strategi,0.142,0.188,0.62,strategist
strategia,0.408,0.334,0.716,strategy
strateginen,0.572,0.416,0.722,strategic
stratosfääri,0.208,0.166,0.272,stratosphere
stressaantunut,-0.666,0.48,0.004,stressed
stressaava,-0.694,0.746,-0.222,stressful
stressi,-0.654,0.686,-0.366,stress
stressitön,0.666,-0.84,0.056,stressfree
strippari,0.25,0.696,-0.094,stripper
striptease,0.214,0.836,0.216,striptease
strutsi,0.184,-0.236,-0.518,ostrich
struudeli,0.254,-0.166,-0.206,strudel
studio,0.354,-0.47,0.24,studio
stuertti,0.266,-0.524,0.1,steward
subduraalinen,-0.238,-0.018,-0.15,subdural
subjektiivinen,0.02,-0.3,-0.136,subjective
sublimaatio,0.02,-0.22,0.076,sublimation
substantiivi,0.062,-0.54,-0.046,noun
sudenkorento,0.142,-0.254,-0.286,dragonfly
sudenkuoppa,-0.646,0.55,0.016,pitfall
suhde,0.714,0.208,0.25,relation
suhdeluku,0.12,-0.078,0.482,ratio
suhtautua,0.0,0.432,0.434,react
suhteellinen,0.0,-0.244,-0.228,relative
suhteellisuus,0.188,-0.214,0.23,relativity
suihinotto,-0.08,0.568,-0.226,blowjob
suihku,0.338,-0.308,-0.328,shower
suihkukone,0.224,0.442,0.212,jet
suihkulähde,0.408,-0.416,0.118,fountain
suikale,-0.146,0.0,-0.128,strip
suippo,-0.312,-0.24,-0.526,tapering
suisto,-0.062,-0.444,-0.036,estuary
suistua,-0.448,0.224,-0.286,swerve
suitset,-0.146,-0.266,-0.228,bridle
suitsuke,0.396,-0.45,-0.344,incense
sujuva,0.52,0.0,0.228,fluent
sujuvasti,0.642,-0.732,-0.024,smoothly
sujuvuus,0.552,0.008,0.436,fluency
sukat,0.04,-0.312,-0.254,hosiery
sukelluksissa,-0.326,0.056,-0.286,submerged
sukellusvene,0.144,-0.038,0.098,submarine
sukeltaa,0.166,0.062,0.0,dive
sukeltaja,0.188,0.04,0.128,diver
sukka,0.0,-0.666,-0.42,sock
sukkahousut,0.14,0.078,-0.5,pantyhose
sukkanauha,0.042,-0.188,-0.294,garter
sukkela,0.714,0.414,0.518,witty
sukkula,0.062,0.182,0.094,shuttle
suklaa,0.77,-0.04,-0.164,chocolate
suku,0.164,-0.302,0.122,genus
sukulaiset,0.52,-0.164,0.034,kindred
sukulaisuus,0.542,-0.4,0.304,kinship
sukunimi,0.34,-0.5,-0.014,surname
sukuperä,0.266,-0.07,0.442,lineage
sukupolvi,0.806,-0.04,0.37,generation
sukupuoli,0.376,-0.308,0.222,gender
sukupuolielimet,-0.354,0.334,0.0,genitalia
sukupuu,0.02,0.314,0.208,bloodline
sukurutsainen,-0.624,0.472,-0.116,incestuous
sukutaulu,0.25,-0.32,0.218,pedigree
sukututkimus,-0.042,-0.26,0.288,genealogy
sula,-0.166,-0.02,-0.322,molten
sulaa,-0.104,0.23,-0.376,melt
sulake,-0.254,0.13,0.148,fuse
sulaminen,0.258,0.314,0.204,meltdown
sulattaa,-0.084,-0.406,-0.25,unfreeze
sulatus,0.184,-0.06,0.076,melting
sulautua,0.52,-0.04,0.466,merge
sulautuma,0.27,0.122,0.482,fusion
sulava,0.448,-0.47,-0.462,suave
sulavalinjainen,0.5,-0.032,0.286,sleek
sulfaatti,-0.146,-0.296,-0.142,sulfate
sulhanen,0.618,0.472,0.054,bridegroom
suljettu,-0.52,-0.672,-0.364,closed
sulka,0.354,-0.584,-0.712,feather
sulkakynä,0.042,-0.568,-0.474,quill
sulkea,-0.52,-0.296,-0.378,shut
sulkeet,0.146,-0.438,-0.13,brackets
sulkeminen,-0.542,-0.56,-0.176,closure
sulkeutua,-0.654,-0.266,-0.164,shutdown
sulkijalihas,-0.306,0.266,-0.25,sphincter
sulkuportti,-0.146,0.04,-0.27,sluice
sulo,0.812,-0.392,-0.076,grace
suloisin,0.918,0.0,-0.26,sweetest
sulostuttaa,0.816,-0.09,-0.154,sweeten
sulttaani,0.058,-0.154,0.642,sultan
sumea,-0.388,-0.056,-0.684,fuzzy
summa,0.584,-0.32,-0.16,sum
summeri,0.098,0.432,-0.04,buzzer
summittainen,-0.334,-0.042,-0.518,sketchy
sumo,-0.04,-0.212,0.128,sumo
sumu,0.02,-0.574,-0.48,fog
sumuinen,-0.292,-0.326,-0.396,foggy
sumupilvi,-0.104,0.04,0.018,stratus
sumutin,-0.184,0.0,-0.302,inhaler
sunnuntai,0.552,-0.608,-0.212,sunday
suo,-0.396,-0.278,-0.27,bog
suoda,0.312,0.12,0.284,bestow
suodattaa,-0.12,-0.408,-0.48,filter
suodatus,-0.186,0.04,-0.49,filtration
suoja,-0.02,-0.122,-0.076,aegis
suojaamaton,-0.7,0.164,-0.606,unprotected
suojaava,0.688,-0.082,0.72,protective
suojainen,0.18,-0.246,0.434,sheltered
suojalasit,0.334,-0.28,-0.444,goggles
suojamuuri,0.102,0.104,0.35,bulwark
suojatie,0.114,-0.118,-0.24,crosswalk
suojattu,0.708,-0.244,0.418,protected
suojaus,0.726,0.06,0.328,protection
suojaverkko,-0.326,-0.346,-0.508,grille
suojelija,0.558,-0.28,0.648,protector
suojella,0.646,0.428,0.582,protect
suojeluksessa,0.084,0.0,0.268,auspices
suojus,-0.084,-0.346,-0.344,casing
suola,-0.354,-0.376,-0.388,salt
suolainen,-0.224,0.062,-0.424,salty
suolakurkku,0.186,-0.102,-0.424,pickle
suolaliemi,-0.334,-0.038,-0.278,brine
suolapitoinen,-0.14,-0.32,-0.23,saline
suolarinkilä,0.038,-0.354,-0.284,pretzel
suolattu,-0.334,-0.2,-0.392,salted
suolavesi,-0.346,-0.34,-0.272,saltwater
suoli,-0.314,-0.1,-0.24,intestine
suolisto,-0.612,-0.104,-0.276,bowels
suomuinen,-0.438,-0.038,-0.284,scaly
suonensisäinen,-0.286,0.076,-0.084,intravenous
suoni,-0.306,-0.254,-0.364,vein
suonikas,-0.026,-0.082,-0.412,veined
suonikohju,-0.53,-0.076,-0.264,varicose
suopea,0.572,-0.186,0.302,benevolent
suora,0.25,-0.284,0.208,frank
suoraan,0.494,-0.2,0.404,directly
suorakulmainen,-0.124,-0.52,-0.386,rectangular
suorakulmio,-0.042,-0.55,-0.124,rectangle
suoranainen,0.534,-0.208,0.51,outright
suorapuheinen,0.326,-0.178,0.092,forthright
suorasanainen,0.164,-0.174,0.334,outspoken
suorastaan,0.25,-0.092,0.358,downright
suorasukainen,0.586,-0.194,0.3,direct
suoratoisto,0.184,-0.038,0.164,streaming
suoraviivainen,0.56,-0.7,-0.24,straightforward
suoristaa,0.354,0.0,0.37,straighten
suoritin,0.37,-0.08,0.346,processor
suorittaa,0.858,0.346,0.632,accomplish
suoritus,0.834,0.388,0.776,accomplishment
suorituskyky,0.604,0.018,0.784,efficiency
suoruus,0.48,-0.222,0.214,candor
suosia,0.624,-0.384,0.038,favor
suosija,0.166,-0.098,0.74,patron
suosikki,0.77,0.18,0.382,favorite
suosikkijärjestelmä,0.164,0.118,0.316,favoritism
suosio,0.792,0.568,0.722,popularity
suosionosoitukset,0.906,0.714,0.242,applause
suosionosoitus,0.438,0.516,0.5,ovation
suositella,0.624,-0.122,0.344,recommend
suositeltava,0.734,-0.04,0.02,advisable
suosittu,0.76,0.352,0.462,popular
suositus,0.824,-0.224,0.328,recommendation
suostua,0.396,0.02,0.074,accede
suostumus,0.5,0.0,0.24,consent
suostutella,0.24,0.236,0.418,persuade
suostutteleva,0.48,0.4,0.314,persuasive
suostuttelu,0.174,-0.154,0.142,prompting
suostuvainen,-0.042,-0.166,-0.148,fain
suotuisa,0.64,0.158,0.406,beneficial
super,0.688,0.326,0.56,super
superlatiivi,0.428,0.132,0.474,superlative
supermalli,0.76,0.326,0.396,supermodel
supermarket,0.38,0.094,0.142,supermarket
supermies,0.89,0.588,0.858,superman
supernova,0.458,0.346,0.654,supernova
supersankari,0.82,0.64,0.786,superhero
supertähti,0.77,0.72,0.76,superstar
supervoima,0.612,0.568,0.944,superpower
supistaa,-0.388,-0.122,-0.006,curtail
supistaminen,-0.54,0.156,-0.138,curtailment
supistava,-0.368,0.0,-0.052,astringent
supistuminen,-0.416,0.51,0.206,contraction
supistumiskykyinen,-0.04,0.172,0.138,contractile
suppea,0.166,-0.404,0.24,concise
suppilo,-0.292,-0.452,-0.328,funnel
surettaa,-0.792,-0.128,-0.712,saddens
sureva,-0.814,0.346,-0.194,grieving
surffata,0.694,0.3,0.0,surf
surffilauta,0.458,0.46,-0.226,surfboard
surina,-0.142,0.372,0.192,drone
surkastuminen,-0.646,0.08,-0.584,atrophy
surkea,-0.858,-0.24,-0.678,trashy
surkuhupaisa,-0.654,-0.142,-0.55,rueful
surkutella,-0.73,0.15,-0.254,deplore
surmaaja,-0.918,0.86,0.322,slayer
surmata,-0.734,0.84,0.17,slay
surra,-0.888,0.166,-0.7,mourn
suru,-0.896,-0.53,-0.672,sorrow
suruaika,-0.646,-0.02,-0.468,mourning
surullinen,-0.55,-0.334,-0.702,sad
surullisesti,-0.906,-0.49,-0.568,sadly
surullisuus,-0.896,-0.424,-0.672,sadness
surumielinen,-0.64,-0.118,-0.624,mournful
surunvalittelut,-0.48,-0.114,-0.192,condolence
survin,-0.146,-0.074,-0.148,pestle
sushi,0.396,-0.314,-0.212,sushi
susi,-0.104,0.424,0.26,wolf
suttuinen,-0.398,-0.25,-0.188,scrappy
suu,0.468,-0.412,-0.328,mouth
suuaukko,-0.104,-0.29,-0.114,orifice
suudella,0.934,0.626,0.26,kiss
suukappale,0.146,-0.308,-0.214,mouthpiece
suukapula,-0.354,0.32,-0.204,gag
suulas,-0.292,-0.006,-0.392,gassy
suunittelematon,-0.376,-0.128,-0.4,unscheduled
suunnata,0.334,-0.156,0.334,orient
suunnaton,0.51,0.5,0.622,immense
suunnattomasti,0.52,0.388,0.744,enormously
suunnattu,0.084,-0.02,0.082,directed
suunnilleen,-0.146,-0.27,-0.43,thereabouts
suunniltaan,-0.77,0.806,-0.472,distraught
suunnistus,0.682,-0.06,0.44,navigation
suunnitella,0.102,0.114,0.34,devise
suunnitelma,0.292,0.08,0.466,plan
suunnitelmallinen,0.48,-0.23,0.458,planned
suunniteltu,0.49,-0.24,0.19,designed
suunnittelija,0.52,-0.062,0.736,planner
suunnittelu,0.788,-0.076,0.41,planning
suunsoittaja,-0.326,0.23,-0.088,loudmouth
suunta,0.438,-0.34,0.368,direction
suuntaus,0.286,-0.176,0.366,alignment
suuntautuminen,0.334,-0.092,0.372,orientation
suuntaviiva,-0.082,0.0,0.328,guidelines
suuntäysi,0.218,0.13,-0.222,mouthful
suupala,-0.02,-0.408,-0.2,morsel
suupaltti,-0.124,0.02,-0.218,windbag
suurellinen,0.8,0.364,0.728,grandiose
suurempi,0.458,0.308,0.526,larger
suurenmoinen,0.96,0.416,0.704,superb
suurennella,-0.614,0.52,0.058,exaggerate
suurennos,0.78,0.23,0.76,magnification
suurennuslasi,-0.062,-0.568,-0.31,magnifier
suurentaa,0.458,0.122,0.678,magnify
suurentava,0.188,-0.47,-0.188,magnifying
suuresti,0.5,0.416,0.754,greatly
suuri,0.408,0.13,0.472,large
suurin,0.694,0.254,0.844,greatest
suuritöinen,-0.214,0.27,0.418,laborious
suurkaupungin,-0.226,-0.184,0.446,metropolitan
suurkaupunki,0.694,0.062,0.016,city
suurlähettiläs,0.302,0.058,0.834,ambassador
suurlähetystö,0.244,-0.334,0.516,embassy
suuronnettomuus,-0.836,0.784,-0.134,disaster
suurpalo,-0.312,0.442,0.188,conflagration
suuruus,0.98,0.5,0.886,greatness
suutari,0.02,-0.17,-0.364,cobbler
suutelija,0.688,0.364,0.236,kisser
suutin,-0.124,-0.34,-0.426,nozzle
suuttumus,-0.604,0.48,0.15,ire
suuttunut,-0.756,0.66,0.208,angry
suututtaa,-0.812,0.53,-0.428,annoy
suututtava,-0.486,0.588,0.28,aggravating
suuvesi,-0.124,-0.23,-0.296,mouthwash
suvaita,0.142,-0.118,0.238,condone
suvaitsematon,-0.73,0.352,0.018,intolerant
suvaitsemattomuus,-0.896,0.408,0.04,intolerance
suvaitseva,0.53,-0.616,0.236,tolerant
suvaitsevuus,0.552,-0.116,0.454,toleration
suvanto,-0.376,-0.18,-0.678,backwater
suvereeni,0.396,0.0,0.77,sovereign
suvereniteetti,0.438,0.058,0.772,sovereignty
svengaava,0.312,0.02,-0.376,swinging
sviitti,0.58,-0.16,-0.2,suite
syanidi,-0.542,0.334,0.09,cyanide
sydämellinen,0.808,-0.12,0.08,heartfelt
sydämellisesti,0.854,0.062,0.328,heartily
Sydämenlyönti,0.5,0.396,0.17,heartbeat
sydämentahdistin,-0.104,0.138,0.164,pacemaker
sydämentykytys,-0.166,0.404,0.056,palpitations
sydämetön,-0.858,0.304,-0.2,heartless
sydän,0.654,0.0,0.386,heart
sydänkohtaus,-0.688,0.678,-0.09,heartattack
sydänlanka,-0.326,-0.038,-0.382,wick
sydänsairaus,-0.5,0.5,-0.228,heart disease
sydänsuru,-0.824,0.5,-0.418,heartache
sydäntenmurskaaja,-0.47,0.37,0.16,heartbreaker
sydäntäsärkevä,-0.708,0.622,-0.154,heartbreaking
sykkivä,0.29,0.616,-0.018,throbbing
sykkyrä,-0.326,0.268,-0.358,kink
sykli,0.27,-0.2,0.066,cycle
syklinen,-0.24,-0.1,0.108,cyclical
sykloni,-0.168,0.592,0.346,cyclone
syksy,0.53,-0.592,-0.1,autumn
sykähdyttävä,0.428,0.034,0.384,rousing
sykähdyttää,0.776,0.674,0.422,thrill
syleillä,0.898,-0.02,-0.096,embrace
syleily,-0.062,0.076,-0.14,clinch
syli,0.04,-0.18,0.046,fathom
sylikoira,-0.224,-0.02,-0.462,lapdog
sylinteri,-0.082,-0.352,-0.106,cylinder
sylkeä,-0.702,0.09,-0.128,spit
sylki,-0.572,-0.47,-0.528,saliva
sylkykuppi,-0.448,-0.148,-0.44,spittoon
symbaali,0.084,-0.274,-0.276,cymbal
symbioottinen,0.664,-0.15,-0.188,symbiotic
symboli,0.286,-0.224,0.054,symbol
symboliikka,0.376,-0.306,0.28,symbolism
symbolinen,0.34,-0.23,0.148,symbolic
symbolisesti,0.164,-0.23,0.296,symbolically
symboloida,0.266,-0.346,0.346,symbolize
